Headline,source,class
Nissan CEO: Don't see particularly negative aspects in Renault deal,Reuters via Yahoo Finance,
20 Best Cars To Own If You Have Great Credit,GOBankingRates via Yahoo Finance,
See Hunter Hayes Sing ‘Wanted’ at CMA Fest Pop-Up Show,Rolling Stone via Yahoo News,
GOP officials rehash old fight against Volkswagen union vote,Associated Press via Yahoo Finance,
"Death of the minivan? As Americans buy more SUVs, is the minivan headed for the junkyard?",USA TODAY via Yahoo Finance,
Car Review: Jeep Renegade – a small SUV to put a smile on your face,The Independent via Yahoo News UK,
Miranda Lambert discusses her 'amazing' infant stepson,Good Morning America via Yahoo News,
"The Renault Deal Is Dead, But Fiat Chrysler Still Desperately Needs a Partner",Fortune via Yahoo Finance,
"Electric Cars: Rivals Are Teaming Up, It’s All About the ‘Jesus Battery’",InvestorPlace via Yahoo Finance,
Lil Nas X Was All About Anticipation at Spotify’s CMA Fest Takeover,Rolling Stone via Yahoo News,
Japan loves its top tennis star. But do they think she's Japanese?,Christian Science Monitor via Yahoo News,
FCA-Renault merger collapse a blow for Goldman and its alumni network - sources,Reuters via Yahoo Finance,
"RPT-Blindsided by FCA-Renault talks, Nissan risks being left by the roadside",Reuters via Yahoo News,
Kane Brown Shares Words of Inspiration He Told Granger Smith After Son's Tragic Death (Exclusive),Entertainment Tonight via Yahoo News,
Analyst: Failed Fiat Chrysler-Renault Merger A Positive For FCA,Benzinga via Yahoo Finance,
"The Safest Cars for $30,000 or Less",Kiplinger via Yahoo Finance,
Failed FCA-Renault deal exposes limits of French industrial intervention,Reuters via Yahoo Finance,
"Ford Will Shutter U.K. Engine Plant, Extending String of Closures Across Europe",Fortune via Yahoo Finance,
Stock Market News: Car Company Megadeal Collapses; Stitch Fix Delivers,Motley Fool via Yahoo Finance,
Fiat Chrysler Withdraws Merger Proposal With Renault,Benzinga via Yahoo Finance,
Ford boss: Bridgend closure 'has nothing to do with Brexit',Yahoo Finance UK,
AutoTrader Defies Car Industry Gloom,Morningstar UK via Yahoo Finance UK,
Unions hit out at Ford plan to close Wales plant in 2020,AFP via Yahoo News,
Ford Fusion sedan to be discontinued in North America next year,AFP Relax News via Yahoo News,
Here’s What Analysts Have to Say as Fiat Walks Away From Renault,Bloomberg via Yahoo Finance,
"Auto Stock Roundup: FCAU, TM, NSANY Record Sales Growth in May, GM Upgrades Plant",Zacks via Yahoo Finance,
"Ford to close Wales plant in September 2020, risking 1,700 jobs",Yahoo Finance UK,
"Toyota, Subaru team up to develop electric SUV in battle against costs",Reuters via Yahoo Finance,
Fiat Chrysler withdraws offer of merger with Renault,AFP Relax News via Yahoo News,
BMW Opens First Mexico Plant as Trump Tariff Standoff Escalates,Bloomberg via Yahoo Finance,
See Carrie Underwood Perform ‘Southbound’ at Nashville’s Parthenon,Rolling Stone via Yahoo News,
The Latest: FCA says French politics caused merger pullout,Associated Press via Yahoo Finance,
9 Bad Stocks to Avoid Near 52-Week Lows,U.S.News &amp; World Report via Yahoo Finance,
It's Not Up to Renault Anymore. Fiat Chrysler Just Withdrew Its Merger Offer,Fortune via Yahoo Finance,
"Suspect In Maleah Davis Case Finally Speaks, Claims ""Nothing Bad Happened""",Refinery29 via Yahoo News,
Renault Poised to Give Nod to Fiat Merger as Soon as Next Week,Bloomberg via Yahoo Finance,
French finance minister says Renault to bring case against Ghosn over expenses,AFP via Yahoo News,
No need to rush Renault-Fiat merger talks: French finance minister,Reuters via Yahoo Finance,
Macron and Salvini Have a Used Car to Sell You,Bloomberg via Yahoo News,
Nobody Will Understand Why You're Obsessing Over This 1992 Sentra SE-R,Road &amp; Track via Yahoo Finance,
"Ian Callum, Who Revolutionized Jaguar Design, Is Leaving after 20 Years",Car and Driver via Yahoo News,
Auto Sales Rise in May: ETFs &amp; Stocks in Focus,Zacks via Yahoo Finance,
FCA-Renault deal talks navigate French political hurdles,Reuters via Yahoo Finance,
Police Confirms 4-Year-Old Maleah Davis' Body Was Found In Arkansas,Refinery29 via Yahoo News,
"Auto Makers, Parts Companies Eye Mexico Tariff Talks After Trump Threat",Benzinga via Yahoo Finance,
Remains confirmed to be missing Texas 4-year-old Maleah Davis found in Arkansas,USA TODAY via Yahoo News,
Major concern as automakers deal with a bumpy road through Mexico,Yahoo Finance,
Major automakers post U.S. May sales increases,Reuters via Yahoo Finance,
DOWN UNDER TRUCKING: Murder-Suicide Probe Into Deadly Head-On Truck/Car Crash,Benzinga via Yahoo Finance,
France wants FCA-Renault job guarantees and Nissan on board,Reuters via Yahoo Finance,
"FCA, Renault face tall odds delivering on cost-cutting promises in merger",Reuters via Yahoo News,
Toyota speeds up electric vehicle schedule as demand heats up,Reuters via Yahoo India Finance,
"After Hours: Fiat Chrysler Drives Away, and Facebook's Cryptocurrency Rumor",Motley Fool via Yahoo Finance,
Remains found in Arkansas identified as Maleah Davis,Associated Press via Yahoo News,
Canada auto sales fall 5.9% in May,Reuters via Yahoo Finance Canada,
Major automakers post U.S. higher May new vehicle sales,Reuters via Yahoo Finance,
7 Stocks to Sell Impacted by the Mexican Tariffs,InvestorPlace via Yahoo Finance,
Multinationals Are the World’s Bogeymen Again,Bloomberg via Yahoo Finance,
Edited Transcript of 4021.T earnings conference call or presentation 15-May-19 6:15am GMT,Thomson Reuters StreetEvents via Yahoo Finance,
Exclusive: FCA discusses improved Renault merger bid to win French backing,Reuters via Yahoo Finance,
Fiat-Renault's Failure Exposes Lots of Ugly Truths,Bloomberg via Yahoo Finance,
"Detroit IMSA: Cameron, Montoya win for Acura Team Penske",Motorsport via Yahoo Sports,
StockBeat: Renault Left Exposed as Fiat Balks at French State Meddling,Investing.com via Yahoo Finance,
Carmakers See $18 Billion Wiped Out by Trump’s Mexico Threat,Bloomberg via Yahoo Finance,
"Detroit IMSA: Derani, Legge lead opening practice",Motorsport via Yahoo Sports,
"Factbox: Auto, other industries' manufacturing presence in Mexico",Reuters via Yahoo Finance,
Trump's Mexican tariffs threaten to disrupt auto sector,Reuters via Yahoo Finance,
Detroit IMSA: Acura Team Penske locks out front row,Motorsport via Yahoo Sports,
Police searching for missing girl say body of child found,Associated Press via Yahoo News,
Detroit IMSA: Derani on top again in second practice,Motorsport via Yahoo Sports,
"Mexico, U.S. business groups urge Trump to back down on tariff threat",Reuters via Yahoo News,
"Entertainment Tonight to Take Over Nashville for CMT Awards, CMA Fest and More!",Entertainment Tonight via Yahoo News,
Stock markets slump as trade war tensions spike,AFP via Yahoo News,
Trump's Threatened Tariffs on Mexico Are Already Wreaking Havoc With American Companies,Time via Yahoo News,
"BMW owners have the most driving convictions, study finds",Yahoo News UK,
"After China, US Hits Mexico With Tariffs: ETFs Under Threat",Zacks via Yahoo Finance,
Renault board to review FCA merger move on Tuesday,Reuters via Yahoo Finance,
"Trump vows rapid, high tariffs on Mexico unless illegal immigration ends",Reuters via Yahoo Finance,
The Brexit Party will win in Peterborough as the Farage effect sharply increases the chances of no...,The Independent via Yahoo News UK,
Markets Reel as New Front in Trade War Makes a Bad Month Worse,Bloomberg via Yahoo Finance,
Japanese automaker shares hit as Trump threatens Mexico with tariffs,Reuters via Yahoo Finance,
Automakers tremble in Asia as Trump threatens Mexico tariffs,Reuters via Yahoo Finance,
How Volvo Designers Are Using Augmented Reality to Develop New Cars,Robb Report via Yahoo News,
The Reinvention of Steel Could Make Car Bodies 30% Lighter,Bloomberg via Yahoo Finance,
Renault and Fiat Chrysler stuck over merger terms: report,AFP via Yahoo News,
"Equities Rebound, Bond Yields Rise, Trade Rhetoric Intensifies",FX Empire via Yahoo Finance,
UK car production almost halves as factories impose Brexit shutdown,CNBC via Yahoo News,
Nakajima aims to capitalise on rare Super GT title chance,Motorsport via Yahoo Sports,
2003 350Z Playboy Cup Car Will Put You In The Winner’s Circle,motorious via Yahoo News,
Morgan Stanley: Fiat Chrysler's Proposed Tie-Up With Renault A 'Good Strategic Fit',Benzinga via Yahoo Finance,
Detroit IMSA: Tincknell’s Mazda leads raceday warm-up,Motorsport via Yahoo Sports,
Fiat and Renault Is Hardly a Merger of Equals,Bloomberg via Yahoo Finance,
Toyota to set up Myanmar plant to assemble Hilux trucks,Reuters via Yahoo Finance,
REFILE-UPDATE 1-FCA-Renault tie-up clears French hurdles before board meeting -sources,Reuters via Yahoo News,
UPDATE 2-FCA-Renault deal talks navigate French political hurdles,Reuters via Yahoo Finance,
"Global stocks weighed down by concerns over trade, Italian budget",Reuters via Yahoo Finance Canada,
"BIRTHDAY OF THE DAY: Jennifer Dunn, SVP for corporate communications and public affairs at Wells...",Politico via Yahoo News,
UPDATE 2-French demands challenge FCA-Renault deal push,Reuters via Yahoo News,
PRESS DIGEST-New York Times business news - May 30,Reuters via Yahoo Finance,
Nikkei hits 3-1/2-month low as carmakers plunge on Trump's Mexico tariff jolt,Reuters via Yahoo Finance,
Don't see particularly negative aspects in Renault deal: Nissan CEO,Reuters via Yahoo Finance,
"Japanese partners not left in the dark on Renault talks with FCA, Mitsubishi says",Reuters via Yahoo Finance,
"How Renault, Fiat Chrysler could save through sharing",Reuters via Yahoo Finance,
Fiat Chrysler Gains 8% Amid Merger Talks With Renault,Benzinga via Yahoo Finance,
"Fiat Chrysler seeks 50-50 merger with Renault, whose board will study deal 'with interest'",USA TODAY via Yahoo News,
GLOBAL MARKETS-Stocks rally cut off by EU threats over Italy's budget,Reuters via Yahoo News,
France: No jobs must be lost in Renault-Fiat Chrysler tie-up,Associated Press via Yahoo Finance,
"GLOBAL MARKETS-China gains, auto sector lift Asian shares, but sentiment fragile",Reuters via Yahoo Finance,
Top 5 Things to Know in The Market on Tuesday,Investing.com via Yahoo Finance,
Renault and Fiat Chrysler flirt with audacious mega-merger,AFP Relax News via Yahoo News,
"GLOBAL MARKETS-Asian equities buoyed by China, auto merger but gains capped",Reuters via Yahoo News,
"Morning News Call - India, May 30",Reuters via Yahoo Finance,
China dreams on hold: heartland city feels chill of economic slowdown,Reuters via Yahoo Finance,
"GLOBAL MARKETS-Asian shares follow Europe higher on EU relief, auto merger",Reuters via Yahoo News,
New auto giant? Fiat Chrysler wants to merge with Renault,Associated Press via Yahoo Finance,
Fiat Chrysler and Renault pursue $35 bln merger to combat car industry upheaval,Reuters via Yahoo Finance,
Fiat Chrysler and Renault pursue $35 billion merger to combat car industry upheaval,Reuters via Yahoo Finance Canada,
Fiat Plans Merger With Renault in Latest Auto Industry Jolt,Bloomberg via Yahoo Finance,
'It won't kill us': Voters voice support for no-deal Brexit,AFP via Yahoo News,
Carmakers FCA and Renault to go public on tie-up talks,Reuters via Yahoo Finance,
'This too can happen to you': Heartbroken mother urges parents to prevent hot car deaths,Good Morning America via Yahoo News,
Suzuka Super GT: Nakajima/Sekiguchi lead Lexus 1-2-3,Motorsport via Yahoo Sports,
Champions League broadcaster BT calls up extra viewers,AFP via Yahoo Sports,
Fiat Chrysler in tie-up talks with Renault - sources,Reuters via Yahoo Finance,
Fiat Chrysler in tie-up talks with Renault: sources,Reuters via Yahoo Finance Canada,
UPDATE 3-Fiat Chrysler in tie-up talks with Renault - sources,Reuters via Yahoo News,
Fiat Chrysler in talks to forge extensive ties with Renault - Financial Times,Reuters via Yahoo Finance,
Edited Transcript of HDRAU earnings conference call or presentation 10-May-19 1:31pm GMT,Thomson Reuters StreetEvents via Yahoo Finance,
"2019 Ram 1500: Move over Ford F-150, there’s a new king in town",Yahoo Finance,
Nissan tells Renault 'not opposed' to Fiat Chrysler merger plan -Nikkei,Reuters via Yahoo Finance,
"Trump urges greater Japanese investment in U.S., criticises trade advantage",Reuters via Yahoo Finance,
Top 5 Things to Know in the Market on Monday,Investing.com via Yahoo Finance,
Five Things You Need to Know to Start Your Day,Bloomberg via Yahoo News,
StockBeat: The Spirit of Marchionne Lives on in FCA-Renault Deal,Investing.com via Yahoo Finance,
"GLOBAL MARKETS-Global stocks weighed down by concerns over trade, Italian budget",Reuters via Yahoo News,
"Blindsided by FCA-Renault talks, Nissan risks being left by the roadside",Reuters via Yahoo Finance Canada,
Kick Off the Summer Right With Some '90s IMSA Racing,Road &amp; Track via Yahoo Finance,
Winton Supercars: McLaughlin dominates Sunday race,Motorsport via Yahoo Sports,
TAKE A LOOK-France seeks to fend off blame for FCA-Renault deal collapse,Reuters via Yahoo News,
Fiat-Renault Mega-Merger Is Born of Desperation,Bloomberg via Yahoo Finance,
"FACTBOX-The road to Fiat Chrysler, Renault merger talks",Reuters via Yahoo News,
Fiat Chrysler proposes merger with Renault to become third biggest carmaker in world,The Independent via Yahoo News UK,
"Factbox: The road to Fiat Chrysler, Renault merger talks",Reuters via Yahoo Finance,
Fiat Chrysler and France's Renault are in talks to form a partnership,CNBC via Yahoo News,
Fiat Chrysler submits proposal for a merger with Renault,CNBC via Yahoo News,
"Trump urges greater Japanese investment in U.S., criticizes trade advantage",Reuters via Yahoo Canada News,
"Cassidy: Slow stop denied us ""easy race"" to victory",Motorsport via Yahoo Sports,
Suzuka Super GT: Lexus locks out front row as Nissan struggles,Motorsport via Yahoo Sports,
Meet the little-known kingmaker behind Fiat Chrysler,Pitchbook via Yahoo Finance,
"Rullo, Fiore complete Kelly Racing Supercars enduro line-up",Motorsport via Yahoo Sports,
The 14 Most Dangerous Cars on the Road,Money Talks News via Yahoo Finance,
Winton Supercars: McLaughlin seals pole with record lap,Motorsport via Yahoo Sports,
Winton Supercars: McLaughlin sets early Sunday pace,Motorsport via Yahoo Sports,
UPDATE 2-Fiat Chrysler in tie-up talks with Renault - sources,Reuters via Yahoo News,
